EmployeeID,Age,Gender,Department,JobRole,Location,EducationLevel,HireDate,YearsAtCompany,YearsOfExperience,MonthlySalaryAED,JobSatisfaction,PerformanceRating,Overtime,WorkArrangement,Attrition
EMP0423,54,Non-binary,Finance,Finance Manager,Sharjah,High School,2015-08-21,11.2,33,25200,2,3,No,Remote,Yes
EMP0424,51,Male,Finance,Accounts Assistant,Dubai,Doctorate,2015-10-20,11.0,27,13600,4,3,No,Remote,No
EMP0425,57,Female,Marketing,Marketing Analyst,Abu Dhabi,Master's,2025-05-08,1.3,34,17000,4,4,No,On-site,No
EMP0426,53,Male,Human Resources,HR Officer,Sharjah,Master's,2020-10-13,6.0,32,12900,4,3,Yes,Hybrid,No
EMP0427,37,Male,Finance,Financial Analyst,Abu Dhabi,Master's,2021-09-01,5.1,10,12900,4,5,No,On-site,No
EMP0428,49,Female,IT,Data Analyst,Dubai,Master's,2013-03-27,13.7,23,18300,4,4,Yes,On-site,No
EMP0429,40,Non-binary,IT,IT Manager,Abu Dhabi,Master's,2015-06-13,11.4,16,25700,4,3,Yes,On-site,No
EMP0430,54,Non-binary,Marketing,Marketing Analyst,Abu Dhabi,Bachelor's,2025-10-22,0.9,28,16200,4,5,No,Remote,No
EMP0431,58,Male,Human Resources,HR Analyst,Abu Dhabi,Doctorate,2016-11-17,9.9,34,17100,4,4,No,On-site,No
EMP0432,25,Female,Human Resources,HR Assistant,Sharjah,High School,2024-06-29,2.2,4,8200,2,3,Yes,On-site,Yes
EMP0433,59,Male,Human Resources,HR Officer,Dubai,Diploma,2024-01-12,2.7,33,13000,2,4,No,Hybrid,No
EMP0434,50,Non-binary,Finance,Accountant,Abu Dhabi,Diploma,2025-01-08,1.7,24,14600,5,3,No,Remote,No
EMP0435,24,Male,Human Resources,HR Analyst,Sharjah,Master's,2026-02-12,0.6,0,8500,3,4,Yes,On-site,No
EMP0436,27,Female,Sales,Sales Manager,Dubai,Doctorate,2020-11-26,5.8,5,17200,2,4,No,Hybrid,Yes
EMP0437,49,Prefer not to say,Marketing,Marketing Analyst,Sharjah,High School,2016-03-12,10.7,28,16700,4,5,No,On-site,No
EMP0438,51,Non-binary,Operations,Operations Manager,Abu Dhabi,Bachelor's,2018-02-07,8.7,27,18600,3,1,No,Hybrid,No
EMP0439,26,Female,IT,IT Support Specialist,Abu Dhabi,Diploma,2023-10-09,2.9,3,10700,2,3,No,Hybrid,No
EMP0440,27,Male,Finance,Finance Manager,Abu Dhabi,Master's,2024-10-19,1.9,1,19000,2,4,No,On-site,No
EMP0441,52,Prefer not to say,Human Resources,HR Analyst,Sharjah,Doctorate,2017-03-11,9.7,27,13200,3,3,No,On-site,No
EMP0442,25,Male,Sales,Account Manager,Dubai,Diploma,2022-10-07,4.0,4,17300,4,3,No,On-site,No
EMP0443,40,Male,Marketing,Marketing Executive,Dubai,Diploma,2024-08-17,2.1,13,10600,2,4,No,On-site,No
EMP0444,46,Male,IT,Software Developer,Abu Dhabi,High School,2024-02-12,2.6,23,19800,3,3,No,On-site,Yes
EMP0445,30,Prefer not to say,Human Resources,HR Analyst,Dubai,High School,2024-06-27,2.2,3,10300,4,3,No,On-site,No
EMP0446,21,Prefer not to say,IT,IT Support Specialist,Sharjah,Diploma,2026-05-24,0.2,0,9200,4,4,No,Hybrid,No
EMP0447,38,Female,Sales,Account Manager,Sharjah,Bachelor's,2017-02-26,9.7,13,17900,5,4,Yes,On-site,No
EMP0448,21,Male,Finance,Finance Manager,Abu Dhabi,Diploma,2026-05-17,0.3,0,17300,5,5,No,Hybrid,No
EMP0449,33,Male,Finance,Accounts Assistant,Abu Dhabi,Bachelor's,2023-06-17,3.2,12,10900,3,2,No,On-site,No
EMP0450,23,Prefer not to say,Finance,Finance Manager,Sharjah,Doctorate,2026-04-24,0.3,2,19400,2,4,No,On-site,No
EMP0451,33,Male,Finance,Finance Manager,Abu Dhabi,Diploma,2019-07-01,7.2,7,19400,3,2,Yes,On-site,No
EMP0452,58,Male,Human Resources,HR Manager,Sharjah,Bachelor's,2025-06-29,1.2,34,21300,2,5,No,On-site,Yes
EMP0453,42,Non-binary,Finance,Financial Analyst,Dubai,Bachelor's,2025-12-02,0.8,20,16300,1,2,No,On-site,Yes
EMP0454,60,Prefer not to say,Operations,Operations Analyst,Abu Dhabi,High School,2014-07-08,12.3,38,16000,2,4,No,Remote,No
EMP0455,36,Prefer not to say,Marketing,Marketing Manager,Dubai,High School,2019-10-14,7.0,14,19400,2,5,No,Remote,No
EMP0456,48,Male,IT,IT Support Specialist,Dubai,Bachelor's,2018-05-20,8.4,23,13300,3,3,No,On-site,No
EMP0457,26,Prefer not to say,Finance,Financial Analyst,Dubai,Master's,2021-07-27,5.2,5,12500,2,3,No,Hybrid,No
EMP0458,50,Non-binary,Sales,Sales Analyst,Sharjah,Doctorate,2013-05-01,13.6,24,15800,1,5,No,On-site,No
EMP0459,26,Prefer not to say,Operations,Operations Analyst,Sharjah,High School,2025-10-02,0.9,1,8600,3,5,No,On-site,No
EMP0460,32,Prefer not to say,Finance,Accountant,Sharjah,Doctorate,2020-09-29,6.0,6,9800,4,4,Yes,On-site,No
EMP0461,35,Female,Marketing,Content Specialist,Abu Dhabi,Doctorate,2019-03-03,7.6,12,9100,3,3,Yes,On-site,No
EMP0462,49,Prefer not to say,Marketing,Marketing Analyst,Dubai,High School,2018-11-06,7.9,24,16000,5,4,No,On-site,No
EMP0463,39,Female,IT,Data Analyst,Abu Dhabi,Master's,2024-05-28,2.3,18,17700,2,2,Yes,On-site,No
EMP0464,51,Non-binary,Marketing,Content Specialist,Abu Dhabi,Doctorate,2017-10-23,9.0,28,13500,1,3,Yes,Hybrid,No
EMP0465,52,Male,Finance,Accountant,Abu Dhabi,Diploma,2012-08-12,14.2,27,15400,4,3,No,On-site,No
EMP0466,39,Male,IT,Software Developer,Dubai,Diploma,2025-08-22,1.1,12,16900,3,5,No,On-site,No
EMP0467,28,Non-binary,Sales,Account Manager,Dubai,Bachelor's,2023-04-21,3.4,7,16300,3,3,Yes,Hybrid,No
EMP0468,55,Female,IT,Data Analyst,Sharjah,Doctorate,2024-01-05,2.7,32,19200,3,3,Yes,On-site,No
EMP0469,39,Female,Operations,Team Leader,Sharjah,Master's,2020-06-29,6.2,15,13300,4,4,No,Remote,No
EMP0470,56,Male,Human Resources,HR Officer,Sharjah,Doctorate,2020-03-25,6.6,35,14500,4,3,No,On-site,No
EMP0471,33,Female,Sales,Sales Analyst,Sharjah,Bachelor's,2024-11-12,1.8,12,12900,4,5,No,On-site,No
EMP0472,48,Prefer not to say,IT,Data Analyst,Sharjah,Master's,2018-07-23,8.2,25,17800,3,3,No,Hybrid,No
EMP0473,31,Non-binary,IT,Software Developer,Abu Dhabi,Doctorate,2022-10-13,3.9,4,15800,4,3,No,Hybrid,No
EMP0474,58,Male,Finance,Accounts Assistant,Dubai,Diploma,2018-09-30,8.1,31,12400,3,5,No,Hybrid,No
EMP0475,56,Female,IT,Software Developer,Dubai,Bachelor's,2025-09-29,0.9,32,20300,4,3,No,On-site,Yes
EMP0476,28,Female,Finance,Finance Manager,Sharjah,Bachelor's,2025-02-14,1.6,2,17900,3,4,Yes,On-site,No
EMP0477,57,Non-binary,Operations,Operations Manager,Dubai,Doctorate,2021-02-28,5.6,33,21300,5,4,No,Hybrid,Yes
EMP0478,41,Non-binary,Human Resources,HR Officer,Abu Dhabi,Doctorate,2012-02-02,14.8,17,11100,2,3,No,Remote,No
EMP0479,53,Non-binary,Marketing,Marketing Executive,Abu Dhabi,Bachelor's,2013-06-25,13.4,31,11800,4,3,No,On-site,No
EMP0480,30,Male,Human Resources,HR Analyst,Sharjah,Diploma,2025-03-13,1.5,9,11000,3,3,No,Remote,No
EMP0481,47,Non-binary,Sales,Sales Executive,Dubai,Bachelor's,2025-01-25,1.7,23,10500,5,3,No,On-site,No
EMP0482,35,Female,Human Resources,HR Assistant,Dubai,High School,2023-08-15,3.1,13,8600,3,3,No,On-site,No
EMP0483,23,Female,IT,IT Manager,Dubai,High School,2026-05-22,0.3,1,24200,3,2,Yes,On-site,Yes
EMP0484,58,Non-binary,Operations,Operations Analyst,Dubai,Doctorate,2022-09-20,4.0,36,16100,1,2,No,On-site,No
EMP0485,53,Female,Marketing,Content Specialist,Sharjah,High School,2025-03-26,1.5,28,13200,4,4,No,Remote,No
EMP0486,44,Male,Sales,Sales Manager,Abu Dhabi,High School,2014-04-21,12.6,18,19600,4,2,No,Remote,No
EMP0487,50,Female,Finance,Accounts Assistant,Abu Dhabi,Bachelor's,2015-09-14,11.2,29,14000,4,4,No,On-site,No
EMP0488,49,Non-binary,IT,Software Developer,Dubai,High School,2015-01-08,11.8,27,19400,5,3,No,Hybrid,No
EMP0489,27,Male,Marketing,Marketing Manager,Dubai,Bachelor's,2024-04-17,2.4,3,17800,4,2,No,Hybrid,No
EMP0490,33,Non-binary,Sales,Sales Analyst,Sharjah,Master's,2022-06-10,4.3,8,11300,4,4,Yes,Hybrid,No
EMP0491,59,Male,Finance,Finance Manager,Dubai,High School,2016-05-29,10.4,35,24200,2,3,Yes,On-site,No
EMP0492,25,Female,Marketing,Marketing Executive,Sharjah,Doctorate,2024-11-29,1.8,1,6700,3,4,Yes,Hybrid,Yes
EMP0493,33,Female,IT,IT Manager,Abu Dhabi,High School,2016-03-01,10.7,10,25200,3,3,No,On-site,No
EMP0494,41,Male,IT,IT Manager,Abu Dhabi,Master's,2018-09-18,8.1,14,25700,1,3,No,Hybrid,No
EMP0495,45,Male,Sales,Sales Analyst,Sharjah,High School,2024-04-15,2.4,21,15500,3,4,No,On-site,No
EMP0496,52,Non-binary,IT,Software Developer,Abu Dhabi,Doctorate,2018-09-13,8.1,27,20900,3,5,No,On-site,Yes
EMP0497,45,Female,Human Resources,HR Analyst,Sharjah,High School,2017-08-27,9.2,24,14000,3,2,Yes,On-site,No
EMP0498,42,Female,Finance,Accounts Assistant,Sharjah,Master's,2026-03-07,0.5,20,11700,1,4,No,On-site,No
EMP0499,41,Non-binary,Operations,Operations Coordinator,Dubai,Doctorate,2014-08-12,12.2,17,9700,4,4,Yes,Hybrid,No
EMP0500,48,Prefer not to say,Finance,Accountant,Dubai,Doctorate,2016-02-25,10.7,26,13400,4,4,No,On-site,No
